"","CASE_ID","GPS_NAC_ADOPTER","SURVEY_SOURCE","STATE","HOME","HAVESOLAR","WINTER_NOPV_BINNED","SUMMER_NOPV_BINNED","PN1","PN2","PN3","E2","BB1","BB2","BB3","BTE8","BE13","BE10","Co3","VB1","VB2","VB3","VA1","VA2","VA3","VT1","VT2","VT3","VE1","VE2","VE4","VO1","VO2","VO3","CIJM1","CIJM2","CIJM3","CNS1","CNS2","CNS4","SQFT_BINNED","STANCE","PEOPLE_TOT_3PLUS","HAVE_KIDS","GENDER","AGE_BINNED","EDUC_BINNED","FINANCIAL","INCOME_BINNED","RETIRED"
"632",632,1,1,2,1,0,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,4,4,2,2,2,3,2,2,2,3,3,3,2,2,2,2,3,0,0,0,4,1,1,2,1
"633",633,1,1,1,1,0,7,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,3,4,3,3,3,3,4,4,4,3,4,3,3,3,4,1,3,0,0,0,4,4,1,4,1
"634",634,1,1,3,1,0,4,7,2,2,2,1,1,2,3,1,1,1,1,2,1,1,4,2,3,5,4,4,5,1,1,3,1,3,2,3,3,2,1,2,3,4,1,0,0,2,3,1,5,0
"635",635,1,1,3,1,0,3,5,1,1,1,1,1,1,4,1,1,3,1,2,2,2,5,2,2,1,5,3,3,2,3,5,5,5,4,3,3,2,2,4,2,97,0,0,0,3,4,1,95,1
"636",636,1,1,3,1,0,6,10,5,4,5,5,4,4,5,98,4,98,4,5,5,5,5,5,4,5,5,5,2,3,3,3,5,5,4,4,3,3,4,2,4,3,1,0,1,1,2,1,95,0
"637",637,1,1,2,1,0,4,4,1,2,2,2,2,98,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,2,2,0,0,0,3,4,1,3,1
"638",638,1,1,3,1,0,2,6,3,3,4,4,4,4,4,4,2,3,4,4,5,4,4,3,3,3,5,3,2,1,2,3,3,2,4,3,4,2,2,3,2,4,1,1,1,1,2,2,2,0
"639",639,1,1,3,1,0,5,7,4,4,4,5,5,4,4,4,4,4,4,5,5,5,5,5,4,5,5,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,0,0,0,2,3,2,5,0
"640",640,1,1,2,1,0,NA,NA,2,2,4,2,98,98,98,3,98,98,2,2,2,2,4,2,3,2,4,4,1,3,2,2,2,1,3,3,3,2,3,3,2,4,0,0,1,4,1,1,2,1
"641",641,1,1,4,1,0,4,4,3,3,5,4,3,4,4,4,3,3,3,4,4,4,4,5,5,5,5,5,4,4,1,3,4,2,4,4,4,2,3,4,3,3,1,1,1,1,2,1,95,0
"642",642,1,1,2,1,0,5,3,4,4,4,5,4,4,4,4,4,4,3,4,3,2,5,3,4,4,5,5,2,3,3,3,4,3,5,4,3,4,3,4,1,2,1,0,1,2,4,1,5,0
"643",643,1,1,4,1,0,3,2,4,4,4,4,3,3,4,3,3,3,3,4,4,4,4,4,4,4,5,3,3,3,3,3,4,4,4,4,3,3,3,4,1,2,0,0,1,4,2,2,2,1
"644",644,1,1,1,2,0,5,4,3,3,4,2,3,3,3,4,3,3,3,3,4,3,4,4,5,5,4,4,3,4,3,3,4,3,4,4,4,3,4,4,2,4,0,0,1,4,3,1,3,1
"645",645,1,1,3,1,0,4,8,4,4,4,4,3,3,4,3,2,3,4,3,3,3,3,4,4,3,4,2,3,3,3,3,3,3,4,4,3,3,3,4,4,3,0,0,1,1,2,1,5,0
"646",646,1,1,1,1,0,5,9,3,3,4,2,3,2,3,3,3,3,3,4,3,2,3,3,3,5,5,5,5,3,2,3,3,4,4,4,4,4,4,4,4,4,0,0,1,3,4,2,95,1
"647",647,1,1,2,1,0,6,5,3,4,3,3,3,3,3,2,2,2,2,4,5,4,5,4,5,5,5,4,3,3,4,3,3,2,4,4,4,3,3,3,1,5,0,0,0,4,1,1,1,1
"648",648,1,1,3,1,0,2,3,98,98,4,2,3,98,3,1,3,5,98,4,0,0,4,4,0,5,5,5,5,5,3,5,5,5,5,4,4,5,5,5,2,4,0,0,1,4,4,1,5,0
"649",649,1,1,3,1,0,3,6,2,1,2,2,4,4,4,4,2,2,3,3,3,2,3,3,3,5,5,4,3,2,3,3,3,4,4,4,4,3,2,2,1,4,1,1,1,1,2,4,1,0
"650",650,1,1,3,1,0,3,6,2,1,2,1,2,2,2,2,1,2,3,2,2,1,2,2,2,4,4,4,4,3,2,3,3,3,4,4,2,3,3,3,1,5,1,0,0,3,3,1,3,0
"651",651,1,1,3,1,0,1,4,4,4,4,5,3,3,3,4,3,3,3,4,4,4,4,5,4,5,5,4,4,2,2,4,4,4,3,4,3,3,3,3,2,3,0,0,0,4,3,1,2,1
"652",652,1,1,1,1,0,5,5,3,4,4,5,2,3,3,3,3,3,2,4,4,3,5,5,5,5,5,4,4,3,3,4,5,3,4,3,3,3,3,2,4,3,0,0,0,4,2,1,1,1
"653",653,1,1,2,2,0,NA,NA,3,2,2,3,3,3,3,3,4,4,3,3,2,3,4,3,3,3,4,3,3,3,3,3,2,2,3,3,2,2,2,2,1,4,1,1,0,2,4,2,1,0
"654",654,1,1,2,1,0,5,5,3,4,4,5,4,98,4,4,3,4,3,5,5,4,5,4,2,5,5,3,3,3,3,3,5,4,5,5,5,3,3,3,1,97,0,0,1,1,2,3,4,0
"655",655,1,1,2,1,0,3,6,98,4,3,5,4,5,4,2,3,2,4,4,3,4,5,4,5,1,3,4,4,2,4,5,5,5,3,1,1,3,3,2,2,3,0,0,1,2,4,1,5,0
"656",656,1,1,4,1,0,6,5,3,3,4,4,3,3,3,3,3,3,3,4,3,3,4,4,5,4,5,4,4,3,3,5,2,5,4,4,2,2,2,2,1,3,0,0,1,4,2,1,4,1
"657",657,1,1,2,2,0,3,8,5,5,4,4,5,4,98,5,2,5,4,5,0,0,0,5,0,4,5,5,5,0,2,4,0,5,4,5,4,5,4,5,2,2,1,1,0,1,1,3,2,0
"658",658,1,1,3,1,0,6,7,2,3,3,3,3,3,3,3,3,4,3,3,3,2,3,3,3,5,5,5,2,3,1,1,3,3,4,4,4,2,2,2,1,97,0,0,1,1,1,3,2,0
"659",659,1,1,2,1,0,3,5,3,1,4,1,3,3,4,4,3,2,2,2,3,3,4,2,4,5,5,5,5,4,4,4,4,3,4,4,4,2,3,2,2,5,0,0,0,4,3,1,5,1
"660",660,1,1,4,1,0,NA,NA,3,2,4,2,3,2,4,98,98,3,98,3,3,3,2,3,4,4,4,4,3,3,2,3,4,4,3,4,3,3,3,4,1,4,1,1,1,1,1,3,2,0
"661",661,1,1,4,1,0,5,8,3,4,4,4,3,98,4,98,98,98,98,5,5,4,5,5,5,5,5,3,3,4,3,3,3,3,4,4,4,3,3,3,3,2,1,1,1,2,1,2,3,0
"662",662,1,1,3,1,0,5,10,3,4,3,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,1,0,1,3,3,2,4,0
"663",663,1,1,3,1,0,4,5,4,3,4,98,4,98,4,4,4,4,4,4,4,4,3,5,3,5,5,4,3,3,2,4,5,4,4,4,4,4,4,4,2,3,0,0,1,2,4,2,95,0
"664",664,1,1,1,1,0,4,6,3,3,3,3,3,2,2,2,2,2,1,3,3,2,3,4,2,5,4,3,3,1,2,4,3,3,2,3,3,3,3,3,3,3,1,0,1,3,3,1,5,0
"665",665,1,1,1,1,0,4,7,3,4,4,5,4,4,4,4,98,98,98,4,4,4,5,5,5,5,5,4,3,3,3,3,4,4,4,4,4,3,3,3,2,2,0,0,1,3,4,2,3,0
"666",666,1,1,2,1,0,5,3,4,4,5,5,4,98,3,4,4,4,4,4,4,4,4,4,4,5,5,3,3,3,3,4,4,5,3,4,3,2,2,3,1,4,1,1,1,1,1,3,2,0
"667",667,1,1,4,1,0,3,5,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,5,4,4,0,0,0,4,4,4,4,5,4,5,5,5,1,5,0,0,0,1,4,2,3,0
"668",668,1,1,4,1,0,6,6,3,4,4,3,98,98,4,98,98,98,98,3,3,3,4,5,5,5,5,4,1,1,2,2,1,3,4,4,4,3,3,4,2,4,1,1,1,1,2,2,3,0
"669",669,1,1,3,1,0,3,5,4,4,5,5,5,2,5,5,4,5,4,5,5,4,5,4,4,5,5,5,4,5,0,4,4,4,3,3,2,2,2,3,2,5,1,0,1,2,2,2,2,0
"670",670,1,1,3,1,0,5,6,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,3,3,3,4,4,4,5,5,5,4,5,5,4,3,1,1,1,1,2,2,4,0
"671",671,1,1,3,1,0,2,4,2,1,4,1,3,1,4,4,4,4,4,2,3,1,4,3,2,5,5,4,1,2,2,2,2,3,3,3,3,1,3,3,2,4,0,1,0,3,2,1,3,0
"672",672,1,1,3,1,0,5,5,4,4,4,4,5,4,5,4,4,5,4,5,5,5,4,5,5,5,5,5,4,4,4,5,5,5,5,5,5,4,4,4,2,5,1,0,1,1,1,3,1,0
"673",673,1,1,2,1,0,7,6,4,3,3,4,3,3,4,2,3,4,3,4,4,4,5,4,4,4,5,4,4,4,3,4,4,4,4,4,4,3,3,3,2,4,1,0,0,2,3,2,95,0
"674",674,1,1,1,1,0,6,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,5,3,1,3,3,3,3,3,4,3,4,4,3,3,3,2,1,1,1,1,1,2,5,0
"675",675,1,1,2,1,0,7,7,3,3,2,4,3,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,5,5,5,3,3,3,1,3,0,0,0,1,3,1,1,0
"676",676,1,1,3,1,0,4,7,4,4,5,5,5,4,4,4,5,5,4,4,4,4,5,4,4,4,5,4,4,3,3,5,4,4,4,4,3,4,4,3,1,2,0,0,1,2,2,3,1,0
"677",677,1,1,3,1,0,3,7,3,3,4,4,98,3,4,3,2,2,2,4,4,4,5,3,5,5,5,5,2,3,2,5,5,4,3,3,2,2,2,2,2,2,0,0,0,3,3,1,3,1
"678",678,1,1,2,1,0,NA,NA,3,3,4,4,4,4,4,4,3,4,4,4,3,2,3,2,4,3,3,3,2,2,3,1,2,2,4,4,4,2,3,3,2,97,0,0,1,3,1,4,3,0
"679",679,1,1,2,1,0,4,4,3,4,4,5,4,4,4,3,5,3,3,4,4,3,4,4,3,5,5,4,2,3,4,4,3,3,3,3,4,2,2,2,3,97,0,0,1,2,2,2,3,0
"680",680,1,1,4,1,0,2,2,4,4,5,5,5,5,5,4,3,2,3,5,5,5,4,4,5,5,5,4,3,3,3,4,4,3,4,4,4,3,3,4,1,2,0,0,1,4,2,2,1,1
"681",681,1,1,1,1,0,4,5,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,2,3,3,3,3,4,4,3,3,3,3,3,3,2,3,1,1,0,1,2,2,95,0
"682",682,1,1,2,2,0,5,5,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,3,3,3,3,3,3,1,4,0,0,0,1,1,1,5,0
"683",683,1,1,3,1,0,3,6,3,4,4,5,3,2,3,3,3,4,2,3,4,4,1,4,2,5,1,4,4,3,1,2,4,5,4,5,4,3,3,3,1,97,0,0,0,2,2,3,1,0
"684",684,1,1,4,1,0,3,5,4,4,5,5,5,5,4,4,3,3,3,5,5,3,5,3,4,5,5,4,3,2,3,4,4,3,4,5,5,5,4,5,3,4,0,0,0,4,3,1,95,1
"685",685,1,1,1,2,0,10,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,3,5,5,5,5,3,4,4,4,5,1,97,0,0,1,1,1,2,3,0
"686",686,1,1,1,1,0,3,4,4,5,5,5,3,3,3,3,3,3,3,5,4,5,5,5,5,2,5,5,1,1,2,5,4,5,3,3,3,3,2,3,1,1,1,1,0,2,4,1,4,0
"687",687,1,1,2,1,0,5,5,4,4,4,4,4,98,4,4,4,4,98,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,4,4,4,4,2,0,0,0,3,1,1,3,1
"688",688,1,1,4,1,0,NA,NA,4,4,4,5,4,4,4,98,98,98,98,5,5,4,5,5,5,4,4,3,1,3,2,3,3,4,3,3,3,2,3,2,3,1,0,0,1,3,3,1,4,0
"689",689,1,1,1,1,0,NA,NA,4,4,4,4,4,98,4,5,98,4,4,3,4,3,4,2,2,5,5,4,2,4,2,2,5,4,4,3,3,3,3,3,4,3,1,1,1,1,1,2,95,0
"690",690,1,1,3,1,0,5,10,3,3,4,3,3,3,3,3,3,3,3,4,4,3,4,4,5,4,5,4,4,3,3,3,3,3,3,2,3,2,2,3,4,4,0,0,0,4,4,1,95,1
"691",691,1,1,4,1,0,5,8,2,3,2,2,2,4,2,4,3,3,3,2,3,1,3,2,2,2,4,2,3,3,3,4,3,5,5,4,4,3,3,3,2,4,0,0,1,4,4,1,3,1
"692",692,1,1,1,1,0,3,5,3,3,4,5,4,4,4,4,3,3,4,4,4,3,5,3,3,5,5,4,4,3,3,2,3,2,3,3,3,2,1,2,2,4,0,0,1,4,2,2,2,1
"693",693,1,1,3,1,0,6,6,3,3,4,4,3,2,4,4,4,4,3,3,2,2,4,4,4,4,4,4,2,1,1,3,1,2,4,4,4,2,1,3,2,5,0,0,1,3,3,1,4,1
"694",694,1,1,2,1,0,7,6,1,1,4,1,4,2,3,4,3,3,3,4,3,3,4,4,5,4,5,5,3,3,4,3,3,4,4,4,4,3,3,3,1,5,0,0,0,4,3,1,3,1
"695",695,1,1,3,1,0,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,5,4,5,4,3,4,5,5,5,3,1,1,1,1,1,3,1,4,0
"696",696,1,1,3,1,0,4,6,4,4,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,3,4,4,3,3,3,3,2,3,1,97,1,1,1,1,1,1,2,0
"697",697,1,1,1,1,0,3,6,3,3,3,4,4,4,4,4,3,3,3,4,4,3,5,5,4,5,5,4,3,3,3,3,3,4,3,4,3,2,2,3,2,2,0,0,0,4,3,2,2,0
"698",698,1,1,4,1,0,3,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,4,4,3,4,5,3,4,4,4,3,3,3,1,3,0,0,1,1,1,1,2,0
"699",699,1,1,4,1,0,2,5,4,4,4,3,4,3,3,3,4,4,3,2,3,2,3,3,3,3,3,3,3,3,2,3,2,2,2,2,3,2,3,3,3,2,1,1,0,1,3,1,4,0
"700",700,1,1,2,1,0,7,4,4,3,2,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,2,3,2,4,4,4,2,2,3,3,2,3,2,3,1,0,1,2,2,4,1,0
"701",701,1,1,4,1,0,8,8,4,4,4,4,98,98,3,3,3,98,98,4,4,3,5,5,5,5,5,3,1,3,2,5,3,4,5,4,5,3,3,4,3,2,1,1,1,1,2,1,5,0
"702",702,1,1,2,1,0,5,7,4,4,2,4,3,3,3,98,3,4,98,4,4,4,5,4,4,5,5,4,5,4,5,4,4,5,4,5,5,4,4,4,4,3,1,1,0,1,3,1,95,0
"703",703,1,1,3,1,0,9,10,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,4,5,4,5,5,3,4,5,4,5,5,4,4,5,4,5,5,1,2,1,0,0,1,2,3,1,0
"704",704,1,1,4,1,0,3,1,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,3,2,3,4,3,4,4,5,4,3,4,4,2,2,0,0,1,3,4,1,2,0
"705",705,1,1,4,2,0,2,1,4,4,5,3,3,3,3,3,3,2,4,4,4,4,4,3,3,2,5,4,1,2,2,2,1,4,3,5,4,2,2,3,1,3,0,0,1,4,2,2,1,1
"706",706,1,1,3,1,0,4,8,3,3,4,3,3,98,5,5,5,5,98,3,2,2,4,5,5,5,5,5,3,3,2,5,5,4,5,5,5,3,3,2,2,4,1,1,0,1,1,2,1,0
"707",707,1,1,3,1,0,5,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,5,0,0,1,1,2,2,4,0
"708",708,1,1,3,1,0,5,5,3,3,4,4,4,98,4,3,98,98,3,4,5,3,5,4,0,5,5,4,3,3,3,4,5,5,4,4,4,3,3,3,2,3,0,0,0,4,2,2,95,1
"709",709,1,1,3,1,0,6,6,3,3,3,4,3,3,3,3,3,3,3,4,4,4,5,3,5,5,4,3,3,4,4,4,4,3,4,4,4,2,2,2,2,3,0,0,1,2,2,2,1,0
"710",710,1,1,4,2,0,3,3,3,4,4,5,3,3,3,3,3,3,3,4,4,4,5,5,5,5,5,4,3,4,3,5,5,3,5,4,5,3,3,3,2,2,0,0,1,3,1,1,3,0
"711",711,1,1,3,1,0,6,7,2,1,4,2,1,3,3,4,3,3,3,2,2,2,2,1,5,5,5,5,3,1,3,3,2,2,4,3,4,2,2,1,4,90,0,0,0,4,4,1,1,1
"712",712,1,1,1,1,0,2,3,2,3,3,3,3,2,2,3,2,1,2,3,3,2,5,4,4,4,5,3,2,3,1,3,3,4,4,4,3,3,3,4,3,4,0,0,1,3,2,2,2,0
"713",713,1,1,4,1,0,3,2,5,5,5,5,98,3,98,98,98,3,98,5,5,5,5,5,5,5,5,5,3,4,0,5,5,5,4,4,4,4,4,5,3,4,1,0,1,2,2,2,5,0
"714",714,1,1,2,2,0,7,5,3,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,4,4,4,2,4,3,4,4,4,4,2,3,4,2,3,1,1,0,1,4,2,4,0
"715",715,1,1,2,1,0,5,6,2,2,2,5,98,98,3,3,3,3,98,3,2,2,2,2,3,4,5,3,4,3,2,2,3,5,2,1,1,4,3,3,2,2,0,0,0,1,2,2,2,0
"716",716,1,1,1,1,0,4,6,4,4,5,5,4,2,4,3,4,5,3,5,5,4,5,5,5,5,5,5,1,1,2,5,3,5,5,4,4,5,3,5,4,3,1,0,0,4,1,2,3,1
"717",717,1,1,1,2,0,5,5,4,4,4,4,98,98,98,98,4,98,98,4,4,3,4,4,4,4,4,3,2,2,2,3,4,3,4,4,4,3,3,3,4,4,0,0,1,2,3,2,4,0
"718",718,1,1,4,1,0,NA,NA,2,3,2,3,3,98,98,4,98,4,3,4,4,4,4,4,2,4,5,4,3,4,4,5,5,4,3,4,4,4,4,4,2,3,NA,99,1,2,2,2,4,0
"719",719,1,1,4,2,0,4,6,5,4,4,4,5,3,5,4,4,4,5,5,5,3,5,4,4,5,4,4,3,3,3,3,3,4,4,4,4,4,4,4,1,5,1,0,1,3,2,3,3,0
"720",720,1,1,4,1,0,6,3,4,3,3,3,3,3,3,4,3,3,3,3,4,4,4,3,4,4,4,4,3,3,2,3,4,3,3,3,3,3,3,3,2,4,0,0,1,2,2,2,2,0
"721",721,1,1,1,1,0,4,8,3,3,4,5,4,3,4,4,98,98,3,4,3,1,4,3,4,4,4,2,1,1,3,1,1,2,4,3,3,3,3,3,4,3,0,0,1,4,3,1,4,1
"722",722,1,1,4,1,0,5,6,4,4,4,4,4,3,3,3,3,3,3,4,4,5,4,4,4,5,5,4,4,4,5,4,5,3,5,5,4,4,4,4,4,4,0,0,0,1,2,2,3,0
"723",723,1,1,3,1,0,3,5,3,3,3,3,2,3,3,3,2,2,3,3,3,3,4,3,3,4,4,4,2,1,2,3,2,2,3,2,3,2,2,2,2,5,0,0,1,4,1,2,95,1
"724",724,1,1,2,1,0,2,4,3,3,4,3,3,3,3,3,3,4,3,3,3,3,4,3,4,4,5,4,4,2,3,3,4,4,4,4,4,3,3,3,4,2,0,0,1,1,2,1,5,0
"725",725,1,1,2,1,0,4,5,3,3,3,5,3,3,3,3,3,3,1,4,3,2,5,2,5,5,5,5,4,3,4,3,4,5,5,5,4,4,4,1,2,97,0,0,1,4,1,1,2,1
"726",726,1,1,4,1,0,5,5,3,3,3,4,98,98,3,98,98,98,4,4,4,4,4,4,4,4,5,3,3,3,3,4,3,3,4,4,4,3,3,4,2,3,0,0,1,2,1,2,3,1
"727",727,1,1,4,1,0,3,3,4,4,4,5,4,4,4,4,3,3,4,3,3,2,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,0,0,1,3,2,1,4,0
"728",728,1,1,1,1,0,4,8,4,4,4,5,5,4,4,4,3,4,4,5,4,3,5,5,5,5,5,5,2,1,2,3,3,5,2,2,3,3,3,4,2,2,0,0,0,4,1,2,2,1
"729",729,1,1,2,1,0,6,5,3,3,3,3,4,4,4,4,3,4,5,3,3,3,3,4,5,5,5,4,3,5,2,4,3,3,4,3,3,4,3,3,2,3,1,1,0,2,3,2,3,0
"730",730,1,1,1,1,0,6,6,4,4,5,4,5,5,5,5,4,5,4,5,5,4,5,5,5,5,5,5,5,5,4,4,5,4,4,4,4,4,4,5,2,3,NA,99,1,1,2,1,3,0
"731",731,1,1,2,1,0,NA,NA,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,3,3,3,3,2,3,3,3,3,2,3,3,2,3,0,0,0,4,4,1,5,1
"732",732,1,1,2,1,0,NA,NA,4,4,4,5,5,5,4,4,4,4,3,5,5,4,5,5,5,4,4,3,2,3,3,2,2,3,4,4,4,1,2,1,2,1,0,0,0,4,3,2,2,1
"733",733,1,1,3,1,0,4,8,3,4,3,4,4,2,4,5,5,5,4,5,4,4,4,5,3,5,5,2,3,2,4,5,5,5,4,3,5,4,4,3,1,2,0,0,1,1,4,2,3,0
"734",734,1,1,2,1,0,4,4,4,3,3,4,4,3,4,4,3,3,4,3,4,3,4,0,3,0,0,3,4,4,4,3,3,4,3,3,3,1,1,2,2,3,0,0,0,4,1,2,1,1
"735",735,1,1,1,1,0,5,6,4,4,3,5,4,98,4,3,98,3,3,4,4,4,5,4,5,5,5,3,1,2,3,1,3,2,3,3,3,2,2,2,1,3,0,0,0,3,2,2,2,1
"736",736,1,1,3,1,0,3,8,3,4,3,5,4,4,5,4,3,4,3,4,4,4,4,3,5,5,5,4,4,3,3,2,3,3,2,2,2,2,2,2,4,3,0,0,0,4,2,1,2,1
"737",737,1,1,4,1,0,5,4,3,4,4,2,4,1,98,98,98,98,98,4,4,4,4,3,4,5,5,5,4,3,4,5,5,5,5,4,4,5,5,5,2,4,1,1,1,3,4,2,3,0
"738",738,1,1,1,2,0,4,7,1,1,1,1,3,1,1,4,98,98,98,1,2,1,2,3,2,5,5,5,1,4,3,4,4,4,4,4,3,5,5,5,4,4,1,0,0,2,2,1,3,0
"739",739,1,1,1,1,0,6,6,3,3,4,3,3,3,3,4,4,4,3,2,2,2,5,4,2,4,4,3,2,3,2,3,2,3,3,3,4,2,3,3,4,2,0,0,1,1,2,2,3,0
"740",740,1,1,3,1,0,5,5,3,2,4,3,3,2,3,4,3,3,3,1,3,3,3,4,5,1,4,4,2,1,1,1,1,4,3,3,3,2,3,3,1,3,0,0,1,1,4,1,2,0
"741",741,1,1,4,1,0,3,2,4,5,5,5,5,4,4,3,3,1,3,5,5,5,5,4,4,5,5,5,3,4,4,4,5,5,5,4,4,5,5,5,4,4,1,0,1,3,3,1,5,0
"742",742,1,1,1,1,0,NA,NA,2,2,2,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,2,3,3,3,1,97,1,1,1,1,1,3,1,0
"743",743,1,1,1,1,0,4,5,3,3,4,4,4,5,4,5,4,4,4,4,3,3,5,4,5,5,5,3,3,2,3,2,3,4,3,2,2,4,4,4,2,97,1,0,1,2,1,1,5,0
"744",744,1,1,4,1,0,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,4,4,4,4,3,4,3,4,3,4,4,4,4,3,3,3,1,3,0,0,1,4,2,1,3,1
"745",745,1,1,2,1,0,NA,NA,4,4,4,5,4,98,5,98,98,98,3,4,4,4,5,5,5,4,5,4,3,3,3,4,3,4,4,4,4,2,2,3,3,97,0,0,1,4,3,3,95,0
"746",746,1,1,3,1,0,6,7,3,3,3,3,4,3,4,3,3,3,3,3,3,3,5,3,3,4,5,4,3,3,4,4,5,4,4,4,4,3,3,3,2,5,0,0,0,3,2,1,2,1
"747",747,1,1,3,1,0,4,7,4,4,4,4,3,3,4,4,4,4,4,5,4,5,5,4,4,5,5,5,4,5,3,5,5,5,4,4,4,4,4,4,4,97,0,0,1,1,2,1,3,0
"748",748,1,1,3,1,0,4,3,3,2,4,4,5,98,5,5,3,4,5,4,4,2,3,2,3,5,5,4,1,1,1,1,2,1,3,5,5,2,2,3,1,3,0,0,1,4,1,2,95,1
"749",749,1,1,1,1,0,3,5,1,1,3,1,1,1,3,98,98,98,2,2,2,2,5,1,4,4,4,4,1,1,4,3,4,3,2,3,3,2,2,2,1,90,0,0,0,2,3,1,4,0
"750",750,1,1,1,1,0,NA,NA,3,3,3,4,3,2,3,4,3,3,4,3,3,4,3,3,3,4,5,4,1,1,3,4,5,4,2,2,3,2,2,3,1,97,1,0,1,1,4,2,2,0
"751",751,1,1,1,1,0,5,7,3,3,3,3,4,3,4,4,3,4,3,4,4,3,3,3,4,5,5,4,4,4,2,3,4,5,5,5,4,3,3,4,1,4,1,1,1,2,3,2,4,0
"752",752,1,1,4,1,0,11,10,4,5,4,4,4,4,4,4,3,3,4,5,5,5,5,5,5,5,5,4,3,3,4,5,5,5,5,4,4,3,3,5,3,3,0,0,1,3,4,1,3,1
"753",753,1,1,2,1,0,4,5,3,3,3,4,4,4,4,4,3,3,4,3,3,2,3,3,3,4,5,4,4,4,3,4,4,5,3,3,3,5,4,5,3,3,0,0,0,4,4,1,5,0
"754",754,1,1,4,1,0,3,2,1,3,4,3,2,1,2,2,2,2,1,3,3,2,4,3,4,3,3,3,3,3,3,3,2,2,4,3,3,2,2,4,3,3,0,0,1,4,4,1,5,1
"755",755,1,1,3,1,0,5,8,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,4,1,4,1,0,1,1,1,1,1,0
"756",756,1,1,4,1,0,5,8,2,2,3,3,4,3,4,3,3,3,3,3,3,3,4,3,3,4,4,3,2,2,3,3,4,2,4,4,3,3,3,4,3,3,1,0,0,3,3,1,5,1
"757",757,1,1,4,1,0,2,2,5,5,4,5,5,5,5,4,4,3,4,5,5,4,5,4,5,4,5,4,3,2,2,4,3,4,4,4,4,3,3,3,2,2,0,0,1,3,3,2,3,1
"758",758,1,1,3,1,0,2,5,3,3,5,3,5,3,4,5,3,4,3,3,4,3,3,2,5,5,5,5,5,4,5,2,4,5,3,4,3,3,4,2,1,3,0,0,0,1,1,2,1,0
"759",759,1,1,3,1,0,3,7,2,2,2,2,2,3,3,3,3,4,3,1,1,2,2,3,3,4,4,3,2,1,2,2,2,1,3,3,4,2,1,3,1,5,0,0,1,2,3,2,3,0
"760",760,1,1,3,1,0,3,3,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,4,5,3,3,2,3,3,3,3,4,4,3,2,3,3,2,4,0,0,0,3,4,1,3,0
"761",761,1,1,2,1,0,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,2,2,3,3,1,0,0,1,3,4,1,95,1
"762",762,1,1,1,1,0,NA,NA,1,1,3,1,3,2,3,2,1,1,1,4,4,3,5,2,2,5,5,3,1,1,3,2,3,3,5,5,4,2,2,3,2,5,0,0,1,4,2,99,95,1
"763",763,1,1,2,1,0,4,4,98,4,4,4,98,98,98,4,98,3,3,5,5,5,5,4,5,5,5,3,1,4,3,3,3,4,3,3,3,3,3,1,1,97,0,0,1,2,2,2,2,0
